intStrNumeroStruttura;Categoria;Classification;vchStrDenominazione;vchStrIstat;DESCRIZIONE;CAP;Indir;Gestore;City;localita;vchStrTel;vchStrTelefax;vchStrCellulare;vchStrWebAddress;vchStrEmail;Longitude_X;Latitude_Y;ISTAT6
782;ALLOGGI IN AFFITTO;Affittacamere;Camere VILLA DEI TIGLI Ristorante;042017;FABRIANO;60044;Localitˆ Piaggia d'Olmo 54;;FABRIANO;FABRIANO;0732 626563;0732 627610;;www.villadeitigli.net;info@villadeitigli.net;12.9053;43.3371;042017
783;ALLOGGI IN AFFITTO;Affittacamere;DEL CENTRO STORICO;042017;FABRIANO;60044;via filippo corridoni 24;TERZILIA CAMILLI MELETANI;FABRIANO;FABRIANO;073222293;;3281976357;;;12.9038;43.337;042017
784;ALLOGGI IN AFFITTO;Affittacamere;camere VILLA DEI TIGLI ristorante;042017;FABRIANO;60044;Localitˆ Piaggia d'Olmo 54;;FABRIANO;FABRIANO;0732 626563;0732 627610;;www.villadeitigli.net;info@villadeitigli.net;;;042017
785;ALLOGGI IN AFFITTO;Affittacamere;BELLAVISTA;042017;FABRIANO;60044;via Serraloggia 184;;FABRIANO;FABRIANO;0732629306;0732629306;;www.bellavistafabriano.it;info@bellavistafabriano.it;12.9163;43.3315;042017
1509;ALLOGGI AGRITURISTICI;Agriturismi;AGRITURISMO IL GELSO;042017;FABRIANO;60044;Frazione Melano, 102 102;ROMUALDO COFANI;FABRIANO;FABRIANO;0732736099;0732736099;3295924094;www.ilgelsoagriturismo.com;info@ilgelsoagriturismo.com;12.836;43.3402;042017
1510;ALLOGGI AGRITURISTICI;Agriturismi;SAN LORENZO;042017;FABRIANO;60044;frazione san michele 91;ANNA ROSA MONTESI;FABRIANO;FABRIANO;0732676881 0732627846;0732676881 0732627846;3477724353;www.agriturismosanlorenzo.net;info@agriturismosanlorenzo.net;12.9617;43.3112;042017
1512;ALLOGGI AGRITURISTICI;Agriturismi;FATTORIA LA GINESTRA;042017;FABRIANO;60044;via serraloggia 203;ELIDE CAMPANELLI;FABRIANO;FABRIANO;"0732 24013; 0732 3182";;;;anto.marcaccini@libero.it;12.9166;43.3281;042017
1513;ALLOGGI AGRITURISTICI;Agriturismi;AGRITURISMO IL FAGGIO;042017;FABRIANO;60044;frazione serradica 137;MARIA ANTONIETTA ROSSI;FABRIANO;FABRIANO;;;3395790926;www.agriturismoilfaggio.it;info@agriturismoilfaggio.it;12.8485;43.2663;042017
1514;ALLOGGI AGRITURISTICI;Agriturismi;"AGRITURISMO ""GOCCE DI CAMARZANO""";042017;FABRIANO;60044;piazza del comune 1;PATRIZIA BALDUCCI;FABRIANO;FABRIANO;336649028;0732628172;336649028;www.goccedicamarzano.it;goccedicamarzano@libero.it;12.9213;43.3414;042017
5386;OSTELLI PER LA GIOVENTU';Ostelli;ABBAZIA DI SAN BIAGIO IL CAPRILE;042017;FABRIANO;60044;frazione Campodonico 91/b;LUIGI FULGI;FABRIANO;FABRIANO;0732 259466;0732 628479;;www.sanbiagioincaprile.it;hostellosanbiagio@libero.it;12.865;43.2286;042017
11393;ALBERGHI;Alberghi 4 stelle;VILLA MARCHESE DEL GRILLO;042017;FABRIANO;60044;frazione rocchetta 73;MARIO D' ALESIO;FABRIANO;FABRIANO;0732625690;0732627958;3355368641;www.marchesedelgrillo.com;info@marchesedelgrillo.com;12.9666;43.3632;042017
11012;ALBERGHI;Alberghi 3 stelle;BORGO ANTICO;042017;FABRIANO;60044;loc. Borgo Tufico 32;NICOLETTA DELL'UOMO;FABRIANO;loc. Borgo Tufico;0732678409;0732677152;;www.hotelborgoanticofabriano.com;info@hotelborgoanticofabriano.com;12.887;43.3331;042017
11013;ALBERGHI;Alberghi 3 stelle;ALBERGO COLLEGIO GENTILE;042017;FABRIANO;60044;via Cavour 106;ELISA RAMACCINI;FABRIANO;FABRIANO;073221965;0732626850;;www.hotelcollegiogentile.com;info@hotelcollegiogentile.com;12.9078;43.3379;042017
11015;ALBERGHI;Alberghi 4 stelle;GENTILE DA FABRIANO;042017;FABRIANO;60044;via giuseppe di vittorio 13;ALFIO BALDUCCI;FABRIANO;FABRIANO;0732627190;0732627164;;www.hotelgentile.it;info@hotelgentile.it;12.9236;43.35;042017
11016;ALBERGHI;Alberghi 3 stelle;HOTEL 2000;042017;FABRIANO;60044;via aurelio zonghi 1;MAURO STOPPONI;FABRIANO;FABRIANO;0732251160;0732233329;;www.2000hotel.it;info@2000hotel.it;12.9091;43.3359;042017
11017;ALBERGHI;Alberghi 4 stelle;JANUS HOTEL FABRIANO;042017;FABRIANO;60044;piazzale giacomo matteotti 45;GIANCARLO FIORONI;FABRIANO;FABRIANO;07324191;07325714;;www.janussocietacooperativa.it;info@janussocietacooperativa.it;12.9083;43.3385;042017
11018;ALBERGHI;Alberghi 2 stelle;NORMA;042017;FABRIANO;60044;frazione poggio san romualdo 1;ENNIO BERTAZZO;FABRIANO;FABRIANO;073274074;073274224;337647087;www.albergonorma.it;info@albergonorma.it;13.029;43.3645;042017
11020;ALBERGHI;Alberghi 3 stelle;HOTEL RISTORANTE PINETA;042017;FABRIANO;60044;Localitˆ Campodonico di Fabriano 102;TIZIANA DELL'UOMO;FABRIANO;Fabriano;0732259489;0732259639;3473426174;www.pinetahotel.com;info@pinetahotel.com;12.865;43.2286;042017
17139;BED & BREAKFAST;BedBreakfast;B&B LA CASA DEI PAPI;042017;FABRIANO;60044;fraz. Collamato 15;RENZO NICOLINI;FABRIANO;borgo San Giustino;;;3485808908;;info@casadeipapi.it;;;042017
17262;ALLOGGI AGRITURISTICI;Agriturismi;LA VITA E' BELLA;042017;FABRIANO;60044;;CARMELA GAETANO;FABRIANO;Collegiglioni;;;"3497701450; 3280916890";;osteriafricando@libero.it;;;042017
17263;BED & BREAKFAST;BedBreakfast;LA ROSA;042017;FABRIANO;60044;via Cuna della Chiesa 7;ROLANDO GRIMACCIA;FABRIANO;;;;3924279379;;rolando.grimaccia@gmail.com;;;042017
17260;ALLOGGI AGRITURISTICI;Agriturismi;AZIENDA AGRICOLA ATTIDIUM DI CARTONI ALICE;042017;FABRIANO;60044;localitˆ Attiggio 61;ALICE CARTONI;FABRIANO;;;;3318331324;;attidium@hotmail.it;;;042017
17428;TURISMO RURALE;Country House;LE QUADRELLE;042017;FABRIANO;60044;frazione Rocchetta 51;MICHELE SALARI;FABRIANO;frazione Rocchetta;0732251673;0732251673;3289470487;presidenza@castelvecchio.org;www.castelvecchio.org;;;042017
17152;BED & BREAKFAST;BedBreakfast;B&B MENGARELLI ENRICO MARIA;042018;FALCONARA MARITTIMA;60015;via Tommasi 11;ENRICO MARIA MENGARELLI;FALCONARA MARITTIMA;Castelferretti;;;339 1974164;;em.menga@alice.it;;;042018
17175;ALLOGGI IN AFFITTO;Affittacamere;GRAZIOSO APPARTAMENTO;042018;FALCONARA MARITTIMA;60015;via Leopardi 1/a;ALESSANDRO CASCI CECCACCI;FALCONARA MARITTIMA;;;;"335 282412; 339 5747238";;graziosoappartamento@hotmail.com;;;042018
11492;ALBERGHI;Alberghi 3 stelle;INTERNAZIONALE;042018;FALCONARA MARITTIMA;60015;via flaminia 698;FEDERICO DANIELE ALBERT;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0715906382;0719164060;;http://sites.google.com.site/hotelinternazionalefalconara;hotinter@live.it;13.3836;43.6343;042018
11494;ALBERGHI;Alberghi 3 stelle;TOURING;042018;FALCONARA MARITTIMA;60015;via degli Spagnoli 18;LUCA BRANCATELLO;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0719160005;071913000;;www.touringhotel.it;info@touringhotel.it;13.4038;43.6249;042018
11496;ALBERGHI;Alberghi 2 stelle;TENDA VERDE;042018;FALCONARA MARITTIMA;60015;via lorenzo cesanelli 4;ANDREA CURTATONI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0719160626;0719160626;3347774446;www.hoteltendaverde.it;verdeconero@libero.it - info@hoteltendaverde.it;13.3886;43.631;042018
11497;ALBERGHI;Alberghi 1 stella;TRENTO-TRIESTE;042018;FALCONARA MARITTIMA;60015;via Marsala 22;LUCIANA RUSSO;FALCONARA MARITTIMA;FALCONARA MARITTIMA;071910115;0719166364;;;;13.398;43.6286;042018
3562;CAMPEGGI;Campeggi 2 stelle;ROCCA MARE;042018;FALCONARA MARITTIMA;60015;via Adriatica snc;DANIELA MAURIZI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0719198727;0719198727;3287724128;www.campingroccamare.it;info@campingroccamare.it;13.3525;43.6472;042018
786;ALLOGGI IN AFFITTO;Affittacamere;MOSCATELLI PAOLO;042018;FALCONARA MARITTIMA;60015;via Antonio Fratti 17;;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0719170642;0719170642;3475913003;;;13.3946;43.6302;042018
787;ALLOGGI IN AFFITTO;Affittacamere;IMMOBILIARE SAN VITO;042018;FALCONARA MARITTIMA;60015;via palombina vecchia 18;;FALCONARA MARITTIMA;FALCONARA MARITTIMA;330645556;071913887;3473497718;;gardoni.rolando@tiscali.it;13.4151;43.6216;042018
789;ALLOGGI IN AFFITTO;Affittacamere;IL CAPRICCIO di SAPONE ANNA MARIA;042018;FALCONARA MARITTIMA;60015;SS Adriatica 21;ANNA MARIA SAPONE;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0719198210;0719194009;3343669340;;ristorante.capriccio@libero.it;13.3525;43.6472;042018
13830;BED & BREAKFAST;BedBreakfast;B&B RESIDENZA LEONARDO;042018;FALCONARA MARITTIMA;60015;via Andrea Costa 19;IRENE BALESTRA;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0719173441;0719173441;3407320025;www.residenzaleonardo.com;info@residenzaleonardo.com;13.393;43.6224;042018
13314;STABILIMENTI BALNEARI;Stabilimenti Balneari;SOLARIA BEACH VILLAGE - BAGNI 22 E 23;042018;FALCONARA MARITTIMA;60015;Sottopasso Via Goito snc;GIANLUCA GUAZZAROTTI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;071910328;071910328;3473098816;www.solariabeachvillage.it;info@solariabeachvillage.it;13.4088;43.6246;042018
13036;STABILIMENTI BALNEARI;Stabilimenti Balneari;GIEMME BAR' S Bagni 18;042018;FALCONARA MARITTIMA;60015;via flaminia SNC;GIANLUCA GUAZZAROTTI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;3473098816;0719162298;3473098816;www.giemmebar.it;info@giemmebar.it;13.4203;43.6205;042018
13039;STABILIMENTI BALNEARI;Stabilimenti Balneari;LIDO AZZURRO;042018;FALCONARA MARITTIMA;60015;via cristoforo colombo 1;ROSARIA - ANTONIA VERDE;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0717990055;0717990055;3203823556;;d.farano@gmail.com;13.4012;43.628;042018
13040;STABILIMENTI BALNEARI;Stabilimenti Balneari;BAGNI GABBIANO;042018;FALCONARA MARITTIMA;60015;via cristoforo colombo 1;SIMONA MARASCHIO;FALCONARA MARITTIMA;FALCONARA MARITTIMA;071 9167630;;339 1921466;;M.Spadoni@gruppoapi.com;13.4012;43.628;042018
13041;STABILIMENTI BALNEARI;Stabilimenti Balneari;BLU;042018;FALCONARA MARITTIMA;60015;via flaminia 1;;FALCONARA MARITTIMA;FALCONARA MARITTIMA;;;3483345819;;casaliluca@alice.it;13.4203;43.6205;042018
13042;STABILIMENTI BALNEARI;Stabilimenti Balneari;BAGNI SUBWAY;042018;FALCONARA MARITTIMA;60015;via caprera 1;NICOLA BALDONI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0719161459;0719161459;3332939326;;nicolasbaldoni@yahoo.it;13.4088;43.6248;042018
13021;STABILIMENTI BALNEARI;Stabilimenti Balneari;NEW TROPICAL;042018;FALCONARA MARITTIMA;60015;via palombina vecchia 1;ADRIANA BRANDONI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0719160639;;;;;13.4151;43.6216;042018
12957;STABILIMENTI BALNEARI;Stabilimenti Balneari;BAGNI DANY;042018;FALCONARA MARITTIMA;60015;via palombina vecchia 1;DANIELA CAMILUCCI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0719172089;;;;;13.4151;43.6216;042018
13029;STABILIMENTI BALNEARI;Stabilimenti Balneari;PICCHIO BEACH - BAGNI N¡ 7/8;042018;FALCONARA MARITTIMA;60015;;STEFANO COPPARONI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;071 5903101;071 5903101;393 9083830;www.picchiobeach.it;picchiobeach@gmail.com;13.4022;43.6269;042018
13031;STABILIMENTI BALNEARI;Stabilimenti Balneari;AZZURRA;042018;FALCONARA MARITTIMA;60015;via goito 1;MARIA DONATA TRIVELLI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;085835669;085835669;3687518070;;;13.4088;43.6246;042018
12997;STABILIMENTI BALNEARI;Stabilimenti Balneari; MARCELLO&WALTER S.N.C;042018;FALCONARA MARITTIMA;60015;via nino bixio 18/a;ROBERTO ACCORRONI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0719172538;0719172538;330364993;www.bagnimarcelloevalter.it;valtercremonesi@alice.it;13.4022;43.6269;042018
12998;STABILIMENTI BALNEARI;Stabilimenti Balneari;RAFFYCLA;042018;FALCONARA MARITTIMA;60015;via spagnoli 1;RAFFAELLA TALACCHIA;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0719172834;;;;;13.4052;43.6264;042018
12999;STABILIMENTI BALNEARI;Stabilimenti Balneari;WIND SURF;042018;FALCONARA MARITTIMA;60015;via palombina vecchia 1;ELISA VANNINI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;071911627;;;;;13.4151;43.6216;042018
13000;STABILIMENTI BALNEARI;Stabilimenti Balneari;BAGNI VITTORIA;042018;FALCONARA MARITTIMA;60015;via palombina vecchia 1;GIANFRANCO PARADISI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0719171911;;330911861;;;13.4151;43.6216;042018
13001;STABILIMENTI BALNEARI;Stabilimenti Balneari;NERO DI SEPPIA-ALMOSI SOC.COOP.;042018;FALCONARA MARITTIMA;60015;via cristoforo colombo 1;MAURO ZOPPI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;071.2412804;;3391936673;;nerodiseppia.an@gmail.com;13.4012;43.628;042018
13002;STABILIMENTI BALNEARI;Stabilimenti Balneari;KOCO BEACH;042018;FALCONARA MARITTIMA;60015;via spagnoli 1;KATIA SCHIAVONI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0719174359;0719174359;3286232728;;kocobeach14@libero.it;13.4052;43.6264;042018
13003;STABILIMENTI BALNEARI;Stabilimenti Balneari;LE PALME;042018;FALCONARA MARITTIMA;60015;;ANNA EVANGELISTI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;071911688;071912296;3487818316;;stabilimento.lepalme@alice.it;;;042018
13004;STABILIMENTI BALNEARI;Stabilimenti Balneari;BAGNI FANESI;042018;FALCONARA MARITTIMA;60015;vicolo fornace 1;ENNIO TORRETTI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0719172041;;;;;13.4031;43.6274;042018
13005;STABILIMENTI BALNEARI;Stabilimenti Balneari;MIRCO ED ALE;042018;FALCONARA MARITTIMA;60015;via dei mille 1;ALESSANDRO FILIPPETTI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0712812979;;;;;13.4059;43.6259;042018
13006;STABILIMENTI BALNEARI;Stabilimenti Balneari;LIDO LA BUSSOLA;042018;FALCONARA MARITTIMA;60015;;LIDOVINIA IENCINELLA;FALCONARA MARITTIMA;FALCONARA MARITTIMA;071910425;;;;;;;042018
13007;STABILIMENTI BALNEARI;Stabilimenti Balneari;LE RAGAZZE;042018;FALCONARA MARITTIMA;60015;via flaminia 551;ANNA MARIA MERCANDETTI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;071/2803394;;3398380082;;leragazze16@libero.it;13.3992;43.6292;042018
12959;STABILIMENTI BALNEARI;Stabilimenti Balneari;BAGNI AMATO;042018;FALCONARA MARITTIMA;60015;via trieste 1;FELICE CIATTAGLIA;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0719160271;;;;;13.4022;43.6269;042018
13013;STABILIMENTI BALNEARI;Stabilimenti Balneari;LA VELA;042018;FALCONARA MARITTIMA;60015;;STEFANO ZANNINI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0712073980;;;;zannini.aea@tin.it;;;042018
12354;ALLOGGI IN AFFITTO;Affittacamere;LA ROCCA di PRENNA FRANCO;042018;FALCONARA MARITTIMA;60015;via clementina 15;FRANCO PRENNA;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0719198444;0719198444;;;larocca.prenna@gmail.com;13.3665;43.6406;042018
12952;STABILIMENTI BALNEARI;Stabilimenti Balneari;ABBRONZATISSIMA;042018;FALCONARA MARITTIMA;60015;via cristoforo colombo 1;LOREDANA DE STEFANI;FALCONARA MARITTIMA;FALCONARA MARITTIMA;071912013;;;;;13.4012;43.628;042018
12954;STABILIMENTI BALNEARI;Stabilimenti Balneari;BAGNI LA SALUTE;042018;FALCONARA MARITTIMA;60015;via della stazione 1;LUCILLA ABBATE;FALCONARA MARITTIMA;FALCONARA MARITTIMA;0719170408;;;;;13.3643;43.6065;042018
15315;BED & BREAKFAST;BedBreakfast;B&B IL CASTELLO;042018;FALCONARA MARITTIMA;60015;via Castello di Barcaglione  14;ANNA LISA PISTOLA;FALCONARA MARITTIMA;loc. Barcaglione;071 9170992;;333 4585213;;ilcastellodibarcaglione@gmail.com;;;042018
15217;ALTRI ALLOGGI PRIVATI;Appartamenti Ammobiliati uso turistico (Art. 32 Ð T.U.);APPARTAMENTO USO TURISTICO LAURA CARRERA;042018;FALCONARA MARITTIMA;60015;piazza leonida bissolati 1;LAURA CARRERA;FALCONARA MARITTIMA;FALCONARA MARITTIMA;;;335 7332831;;beagio@yahoo.it;13.3658;43.6063;042018
14617;BED & BREAKFAST;BedBreakfast;B&B IL TESORO DI MARIO;042018;FALCONARA MARITTIMA;60015;via Tesoro 9;ENZO GAMBELLA;FALCONARA MARITTIMA;FALCONARA MARITTIMA;071/914586;071914586;366/3234622;www.iltesorodimario.it;info@iltesorodimario.it;13.3909;43.6099;042018
16737;BED & BREAKFAST;BedBreakfast;B&B VI-TA;042018;FALCONARA MARITTIMA;60015;via Consorzio 43;TATIANA TACCONI;FALCONARA MARITTIMA;;071 9188789;;380 7566253;;vi-ta@libero.it;;;042018
16805;BED & BREAKFAST;BedBreakfast;B&B TUTTO ENTRO 300 MT;042018;FALCONARA MARITTIMA;60015;via G. Leopardi 64;FERNANDO CERIONI;FALCONARA MARITTIMA;;071 912719;071 912719;3386752366;;fernandocerioni@libero.it;;;042018
16842;ALLOGGI IN AFFITTO;Affittacamere;GAMBELLI;042018;FALCONARA MARITTIMA;60015;via Tasso 1;LUIGI GAMBELLI;FALCONARA MARITTIMA;;;;3386659853;;obms@libero.it;;;042018
16950;ALLOGGI IN AFFITTO;Affittacamere;GAMBELLI;042018;FALCONARA MARITTIMA;60015;via Alfieri 16;LUIGI GAMBELLI;FALCONARA MARITTIMA;;;;3386659853;;obms@libero.it;;;042018
16384;ALTRI ALLOGGI PRIVATI;Appartamenti Ammobiliati uso turistico (Art. 32 Ð T.U.);APPARTAMENTO USO TURISTICO LAURA CARRERA 2;042018;FALCONARA MARITTIMA;60015;via Bissolati 1;LAURA CARRERA;FALCONARA MARITTIMA;Castelferretti;;;335 7332831;;;;;042018
14775;BED & BREAKFAST;BedBreakfast;B&B I TRE PULCINI;042019;FILOTTRANO;60024;via marinuccia alta 4;MATILDE PULCINI;FILOTTRANO;FILOTTRANO;071 7220596;06233229219;348 0827233;www.itrepulcini.it;info@itrepulcini.it;13.3596;43.4622;042019
14175;ALLOGGI AGRITURISTICI;Agriturismi;AGRITURISMO LA ROVERELLA;042019;FILOTTRANO;60024;VIA SAN PIETRO 37;ANYUTA SIMONETTI;FILOTTRANO;FILOTTRANO;0717222178;0717222178;3335825144;www.laroverella.it;info@laroverella.it;13.3491;43.4668;042019
13929;ALLOGGI AGRITURISTICI;Agriturismi;LA MADDALENA;042019;FILOTTRANO;60024;via storaco 3;GRAZIELLA SCORTICHINI;FILOTTRANO;FILOTTRANO;071 7222294;071 7222294;340 6862641;www.agriturismolamaddalena.com;info@agriturlamaddalena.it;13.3149;43.4403;042019
13930;ALLOGGI AGRITURISTICI;Agriturismi;IL MORO DEGLI ALPACA;042019;FILOTTRANO;60024;via san pietro 11;RITA GIADA ANGELUCCI;FILOTTRANO;FILOTTRANO;;;3933523869;www.agriturismoilmorodeglialpaca.it;ilmorodeglialpaca@gmail.com;13.3591;43.4644;042019
13201;ALLOGGI AGRITURISTICI;Agriturismi;AGRITURISMO VILLA CENTOFINESTRE;042019;FILOTTRANO;60024;via centofinestre 8;GINEVRA JATTA RANGONI MACHIAVELLI;FILOTTRANO;FILOTTRANO;;0558249231;3358106514;www.villacentofinestre.com;info@villacentofinestre.com;13.3839;43.4391;042019
11499;ALBERGHI;Alberghi 3 stelle;HOTEL SETTE COLLI;042019;FILOTTRANO;60024;via gemme 1;PAOLO PITTURA;FILOTTRANO;FILOTTRANO;0717220104;0717227014;3292664404;settecolli.it;hotel@settecolli.it;13.3466;43.4262;042019
11500;ALBERGHI;Alberghi 1 stella;AMERICANO;042019;FILOTTRANO;60024;corso del Popolo 83;LUANA MARTINANGELI;FILOTTRANO;FILOTTRANO;0717220159;0717220159;3296172127;www.albergoristoranteamericano.it;martinangeliluana@libero.it;13.3492;43.4343;042019
11502;ALBERGHI;Alberghi 2 stelle;MAGRINI DELLA GENGA;042020;GENGA;60040;localita' Bivio Pandolfi 6;GUERRINO MAGRINI;GENGA;GENGA;"0732 973016; 0732 972026";0732.973043;;www.albergomagrini.it;info@albergomagrini.it;12.9346;43.4271;042020
11960;ALBERGHI;Alberghi 4 stelle;HOTEL RISTORANTE LE GROTTE;042020;GENGA;60040;loc. Pontebovesecco 14;LUCIANO BARDELLA;GENGA;loc. Pontebovesecco;0732972065;0732 972023;;www.hotellegrotte.it;info@hotellegrotte.it;12.9327;43.4079;042020
5387;CASE PER FERIE;Case per Ferie;MONS. GIORGIO TERRUZZI;042020;GENGA;60040;frazione Foce 4;PIER LEOPOLDO PALONI;GENGA;GENGA;07324730;;338 9933996;;;12.9536;43.4336;042020
13407;ALLOGGI AGRITURISTICI;Agriturismi;AGRITURISMO IL MELO;042020;GENGA;60040;frazione meleto 8;FRANCHINA PIERMARTINI;GENGA;GENGA;0732973123;;3288664428;;;12.9144;43.4243;042020
12502;ALBERGHI;Alberghi 2 stelle;IL PARCO;042020;GENGA;60040;via Guglielmo Marconi 6;MELISSA MULATTIERI;GENGA;GENGA;0732701367;0732252215;3389258199;;ristilparco@alice.it;12.9775;43.404;042020
13968;BED & BREAKFAST;BedBreakfast;B&B IL REVELLONE;042020;GENGA;60040;frazione falcioni 47;VITTORIO  CONTI;GENGA;GENGA;073290152;073290113;3384991677;www.revellone.it;info@revellone.it;12.9867;43.4168;042020
15674;AREE DI SOSTA (PLEIN AIR);Aree di Sosta;AREA DI SOSTA CAMPER - LA CUNA;042020;GENGA;60040;;AREA DI SOSTA AREA DI SOSTA CAMPER;GENGA;;;;;;;12.9357;43.4305;042020
16104;ALTRI ALLOGGI PRIVATI;Appartamenti Ammobiliati uso turistico (Art. 32 Ð T.U.);GHIANDA;042020;GENGA;60040;via Borgo delle Rondini 11;NADIA TOMASSACCI;GENGA;frazione Trinquelli;06/33678081;;335 5774590;;angela.meetings@gmail.com;;;042020
15744;TURISMO RURALE;Attivitˆ ricettive rurali;AIRONE COUNTRY HOUSE;042020;GENGA;60040;frazione Pianello 6;SERGIO BARDELLA;GENGA;GENGA;0732 973089;0732280215;3395027961;www.aironebb.it;info@aironebb.it;12.9367;43.4082;042020
16941;ALBERGHI;Alberghi 3 stelle;HOTEL RISTORANTE TERME SAN VITTORE;042020;GENGA;60040;frazione San Vittore 8;GIANLUCA CALUSSI;GENGA;;073290012;073290311;;;hoteltermesanvittore@gmail.com;12.9648;43.4015;042020
16861;ALTRI ALLOGGI PRIVATI;Appartamenti Ammobiliati uso turistico (Art. 32 Ð T.U.);MARACCHINI MARGARITA;042020;GENGA;60040;frazione Serrabernacchia 5;MARGARITA MARACCHINI;GENGA;frazione Serrabernacchia;;;3386801808;;info@casavacanzegenga.it;;;042020
16857;ALTRI ALLOGGI PRIVATI;Appartamenti Ammobiliati uso turistico (Art. 32 Ð T.U.);COLETTA LAURA;042020;GENGA;60040;fraz. Serrabernacchia 5;LAURA COLETTA;GENGA;frazione Serrabernacchia;;;3332842949;;lauraco72@hotmail.com;;;042020
16546;BED & BREAKFAST;BedBreakfast;B&B LA COLOMBAIA;042020;GENGA;60040;via Serrabernacchia 1;ANGELO BURATTINI;GENGA;Serrabernacchia;0732 958302;;335 5985164;www.lacolombaia.eu;info@lacolombaia.eu;;;042020
16549;CAMPEGGI;Campeggi 3 stelle;CAMPING LAGO FOSSI;042020;GENGA;60040;;ENRICO GIULIANO BOLDRINI;GENGA;FOSSI;;;377 1597387;;cooperativafullservice@gmail.com;;;042020
17320;ALTRI ALLOGGI PRIVATI;Appartamenti Ammobiliati uso turistico (Art. 32 Ð T.U.);CAMOMILLA;042020;GENGA;60040;via Borgo delle Rondini 11;NADIA TOMASSACCI;GENGA;frazione Trinquelli;06/33678081;;335 5774590;;angela.meetings@gmail.com;;;042020
17144;BED & BREAKFAST;BedBreakfast;BED AND BREAKFAST LE CONCE;042021;JESI;60035;via delle Conce  9;MASSIMILIANO MICELI;JESI;Jesi;0731 61122;0731 61122;328 6393105;www.bebleconce.it;info@bebleconce.it;;;042021
17280;TURISMO RURALE;Country House;IL GIARDINO;042021;JESI;60035;via Mazzangrugno 11;ANOUSH AKBARSHAHI KOHAN;JESI;;0731220057;;3319224243;;"goalsrlmonsano@legalmail.it; Kohananush@libero.it";;;042021
16583;BED & BREAKFAST;BedBreakfast;LE FINESTRE SUL CENTRO;042021;JESI;60035;corso Giacomo Matteotti 18;GUIDO CASCI CECCACCI;JESI;;0731 57350;0731 57350;349 0625281;www.lefinestresulcentro.it;lefinestresulcentro@gmail.com;;;042021
16500;ALLOGGI AGRITURISTICI;Agriturismi;IL MANIERO;042021;JESI;60035;via Bagnatora 25;ELISABETTA BELLENCHIA;JESI;;;;348 3808958;www.agriturismoilmaniero.it;info@agriturismoilmaniero.it;;;042021
16955;BED & BREAKFAST;BedBreakfast;AL PERGOLESI;042021;JESI;60035;via Mura Orientali 8;MARCO ILARI;JESI;;;;339 3697219;www.alpergolesi.it;alpergolesi@gmail.com;;;042021
16019;BED & BREAKFAST;BedBreakfast;LE RONDINELLE;042021;JESI;60035;via San Marcello 59;GIORGIO CIATTAGLIA;JESI;;0731 59379;;3280542631;;giorgiociattaglia@gmail.com;;;042021
16290;ALLOGGI IN AFFITTO;Affittacamere;SOTTO IL BORGO;042021;JESI;60035;via Rinaldi 4;DANIELE ORLETTI;JESI;;0731 711261;0731711261;347 5550618;www.sottoilborgo.it;affittacamere@sottoilborgo.it;;;042021
16369;BED & BREAKFAST;BedBreakfast;A CASA DI PAOLA;042021;JESI;60035;viale Giovanni XXIII 6;MARIA PAOLA ZAPPELLI;JESI;;0731202467;;3356797498;www.casapaola.it;info@casapaola.it;;;042021
15582;BED & BREAKFAST;BedBreakfast;CASA MATILDA;042021;JESI;60035;via Luigi Mancini 10;MARINA DE DENARO;JESI;JESI;0731204634;0731204634;3394003285;;casamatildajesi@hotmail.it;13.2364;43.5228;042021
15403;BED & BREAKFAST;BedBreakfast;INCENTRO;042021;JESI;60035;via Mura Orientali 20/a;AUGUSTA VECCHI;JESI;JESI;0731205024;;+393486526621;www.incentrojesi.it;info@incentrojesi.it;13.2413;43.5202;042021
